"","banca","tipocredito","sector_final","tipocontribuyente","NumeroTrabajadores","MAX_PORC_DEUDA_SOBREGIRO_CUENTA_CORRIENTE_ENTFIN_12M","MAX_CNT_ENTIDADES_SSFF_06M","SD_MAX_DIAS_MORA_SSFF_06M","CAT_ENTFIN_PRINCIPAL_01M","CAT_PRODUCTOS_SSFF_01M","MAX_X_CLASIF_12M","ANTIGUEDAD_RCC_01M","flag_ratios_aprobados","AUDITADO_1_PERIODO","AUDITADO_2_PERIODO","SITUACION_1_PERIODO","SITUACION_2_PERIODO","AUDITADO_1_TOTAL_INGRESOS_BRUTOS","EF_VAR_VENTAS_2a","EF_VAR_INMUEBLE_MAQ_EQUIPO_2a","EF_DIF_PROMEDIO_PAGOS_DIAS_2a","EF_ROTACION_INVENTARIOS_1a","EF_COBERTURA_SERVICIO_DEUDA_1a","EF_ActivosCirculante_PasivoCirculante_1a","EF_Cajasbancos_PasivoExigible_1a","EF_AUDITADO_1_PROMEDIO_COBRANZA_DIAS_1a","malo_sf_inicio","target_y","periodo"
"11","MEDIANA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",89,0.0082460302,3,3.48807492274273,1,"LEASING/PRESTAMO_COMERCIAL",0,30,1,201612,201512,201610,201607,8147,43.7621316393153,62.5725770433229,-2,0,0.181069958847737,1.10415094339623,0.172075471698113,55,"pasa_filtros_sf",1,"201708"
"12","MEDIANA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",89,0.0406797033,3,16.3176795735995,1,"LEASING/PRESTAMO_COMERCIAL",0,33,1,201612,201512,201710,201610,8147,43.7621316393153,62.5725770433229,-2,0,0.181069958847737,1.10415094339623,0.172075471698113,55,"pasa_filtros_sf",1,"201711"
"13","MEDIANA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",89,0.0406797033,3,16.448910804873,1,"LEASING/PRESTAMO_COMERCIAL",0,34,1,201612,201512,201710,201610,8147,43.7621316393153,62.5725770433229,-2,0,0.181069958847737,1.10415094339623,0.172075471698113,55,"pasa_filtros_sf",1,"201712"
"14","MEDIANA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,23,1,201612,201512,201504,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201701"
"15","MEDIANA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,24,1,201612,201512,201504,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201702"
"16","MEDIANA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,25,1,201612,201512,201504,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201703"
"17","MEDIANA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,26,1,201612,201512,201504,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201704"
"18","TRANSPORTES","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,27,1,201612,201512,NA,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201705"
"19","TRANSPORTES","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,28,1,201612,201512,NA,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201706"
"20","TRANSPORTES","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,29,1,201612,201512,NA,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201707"
"21","TRANSPORTES","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,30,1,201612,201512,NA,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201708"
"22","TRANSPORTES","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,31,1,201612,201512,NA,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201709"
"23","TRANSPORTE","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,32,1,201612,201512,NA,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201710"
"24","TRANSPORTE","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,33,1,201612,201512,NA,NA,4231,-18.3362285273113,4.94458653026428,15,0,-12.2222222222222,23.4166666666667,20.8888888888889,46,"pasa_filtros_sf",0,"201711"
"25","TRANSPORTE","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,34,1,201712,201612,NA,NA,4105,-2.97801938076105,-16.0032493907392,19,0,-8.5,15.0521739130435,13.136231884058,58,"pasa_filtros_sf",0,"201712"
"26","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,NA,1,0,82,"LEASING",0,38,1,201712,201612,NA,NA,4105,-2.97801938076105,-16.0032493907392,19,0,-8.5,15.0521739130435,13.136231884058,58,"pasa_filtros_sf",0,"201804"
"27","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,0.005309972,1,4.89897948556636,82,"LEASING",0,39,1,201712,201612,NA,NA,4105,-2.97801938076105,-16.0032493907392,19,0,-8.5,15.0521739130435,13.136231884058,58,"pasa_filtros_sf",0,"201805"
"28","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,0.005309972,1,4.89897948556636,82,"LEASING",0,40,1,201712,201612,NA,NA,4105,-2.97801938076105,-16.0032493907392,19,0,-8.5,15.0521739130435,13.136231884058,58,"pasa_filtros_sf",0,"201806"
"29","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,0.005309972,1,4.89897948556636,82,"LEASING",0,44,1,201712,201612,NA,NA,4105,-2.97801938076105,-16.0032493907392,19,0,-8.5,15.0521739130435,13.136231884058,58,"pasa_filtros_sf",0,"201810"
"30","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,0.005309972,1,0.408248290463863,82,"LEASING",0,45,1,201712,201612,NA,NA,4105,-2.97801938076105,-16.0032493907392,19,0,-8.5,15.0521739130435,13.136231884058,58,"pasa_filtros_sf",0,"201811"
"31","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",8,0.005309972,1,0.408248290463863,82,"LEASING",0,46,1,201712,201612,NA,NA,4105,-2.97801938076105,-16.0032493907392,19,0,-8.5,15.0521739130435,13.136231884058,58,"pasa_filtros_sf",0,"201812"
"32","MEDIANA EMPRESA","Colocacion","IMPRENTA, EDICIÓN,GRAB.","SOCIEDAD ANONIMA CERRADA",11,0.0003134635,2,2,82,"PRESTAMO_COMERCIAL",0,23,1,201612,201512,201608,201603,1372,12.1831561733442,0,2,9,1.52127659574468,1.05102040816327,0.208163265306122,102,"pasa_filtros_sf",0,"201701"
"33","MEDIANA EMPRESA","Colocacion","IMPRENTA, EDICIÓN,GRAB.","SOCIEDAD ANONIMA CERRADA",11,0.0003134635,2,2,82,"PRESTAMO_COMERCIAL",0,24,1,201612,201512,201608,201603,1372,12.1831561733442,0,2,9,1.52127659574468,1.05102040816327,0.208163265306122,102,"pasa_filtros_sf",0,"201702"
"34","MEDIANA EMPRESA","Colocacion","IMPRENTA, EDICIÓN,GRAB.","SOCIEDAD ANONIMA CERRADA",11,0.0003134635,2,2,82,"PRESTAMO_COMERCIAL",0,25,1,201612,201512,201608,201603,1372,12.1831561733442,0,2,9,1.52127659574468,1.05102040816327,0.208163265306122,102,"pasa_filtros_sf",0,"201703"
"35","MEDIANA EMPRESA","Colocacion","IMPRENTA, EDICIÓN,GRAB.","SOCIEDAD ANONIMA CERRADA",11,0.0003134635,2,2.04124145231931,82,"PRESTAMO_COMERCIAL",0,26,1,201612,201512,201704,201608,1372,12.1831561733442,0,2,9,1.52127659574468,1.05102040816327,0.208163265306122,102,"pasa_filtros_sf",0,"201704"
"36","MEDIANA EMPRESA","Colocacion","IMPRENTA, EDICIÓN,GRAB.","SOCIEDAD ANONIMA CERRADA",11,1,3,2.04124145231931,82,"PRESTAMO_COMERCIAL",0,27,1,201612,201512,201704,201608,1372,12.1831561733442,0,2,9,1.52127659574468,1.05102040816327,0.208163265306122,102,"pasa_filtros_sf",0,"201705"
"37","BANCA EMPRESA","Colocacion","IMPRENTA, EDICIÓN,GRAB.","SOCIEDAD ANONIMA CERRADA",11,0.0004970187,2,6.12372435695795,82,"PRESTAMO_COMERCIAL",1,43,1,201712,201612,201806,201803,1690,23.1778425655977,54.4827586206897,131,166,1.96551724137931,0.870209059233449,0.130662020905923,53,"pasa_filtros_sf",0,"201809"
"38","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,0.0000470299,2,0,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,38,1,201712,201612,201804,NA,2829,6.43340857787811,48.3870967741936,0,0,2.90384615384615,1.15313225058005,0.106728538283063,57,"pasa_filtros_sf",0,"201804"
"39","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,0,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,42,1,201712,201612,201804,NA,2829,6.43340857787811,48.3870967741936,0,0,2.90384615384615,1.15313225058005,0.106728538283063,57,"pasa_filtros_sf",0,"201808"
"40","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,12.2474487139159,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,43,1,201712,201612,201804,NA,2829,6.43340857787811,48.3870967741936,0,0,2.90384615384615,1.15313225058005,0.106728538283063,57,"pasa_filtros_sf",0,"201809"
"41","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,12.2474487139159,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,44,1,201712,201612,201810,201804,2829,6.43340857787811,48.3870967741936,0,0,2.90384615384615,1.15313225058005,0.106728538283063,57,"pasa_filtros_sf",1,"201810"
"42","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,12.2474487139159,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,45,1,201712,201612,201810,201804,2829,6.43340857787811,48.3870967741936,0,0,2.90384615384615,1.15313225058005,0.106728538283063,57,"pasa_filtros_sf",1,"201811"
"43","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,12.2474487139159,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,46,1,201812,201712,201810,201804,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",1,"201812"
"44","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,12.2474487139159,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,47,1,201812,201712,201810,201804,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",0,"201901"
"45","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,12.6556970043798,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,49,1,201812,201712,201903,201810,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",0,"201903"
"46","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,12.6556970043798,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,50,1,201812,201712,201903,201810,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",0,"201904"
"47","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,12.6556970043798,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,51,1,201812,201712,201905,201903,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",0,"201905"
"48","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,12.6556970043798,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,52,1,201812,201712,201905,201903,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",0,"201906"
"49","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,12.6556970043798,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,53,1,201812,201712,201905,201903,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",0,"201907"
"50","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,0,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,54,1,201812,201712,201905,201903,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",0,"201908"
"51","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,0,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,55,1,201812,201712,201909,201905,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",0,"201909"
"52","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,0,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,56,1,201812,201712,201909,201905,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",0,"201910"
"53","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",70,1,4,0,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,57,1,201812,201712,201909,201905,2741,-3.1106398020502,0,0,0,1.33950617283951,0.961920529801324,0.110927152317881,68,"pasa_filtros_sf",0,"201911"
"54","TRANSPORTES","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,1,4,0.516397779494322,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,29,1,201612,201512,201704,NA,2726,15.0210970464135,10.2004716981132,-3,0,2.80756013745704,0.83451536643026,0.156028368794326,76,"pasa_filtros_sf",0,"201707"
"55","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,1,5,9.83192080250175,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,35,1,201712,201612,201704,NA,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201801"
"56","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,1,5,13.7646891235025,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,36,1,201712,201612,201704,NA,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201802"
"57","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,1,5,13.7646891235024,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,37,1,201712,201612,201704,NA,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201803"
"58","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,1,5,13.7646891235024,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,38,1,201712,201612,201704,NA,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201804"
"59","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,1,5,13.7646891235024,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,39,1,201712,201612,201704,NA,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201805"
"60","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,1,5,14,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,40,1,201712,201612,201704,NA,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201806"
"61","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,1,5,11.839200423452,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,41,1,201712,201612,201704,NA,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201807"
"62","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,0.0048980498,5,0,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,42,1,201712,201612,201704,NA,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201808"
"63","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,0.0048980498,5,0,4,"LEASING/PRESTAMO_COMERCIAL/TC",0,43,1,201712,201612,201704,NA,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201809"
"64","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,0.0048980498,5,0,6,"LEASING/PRESTAMO_COMERCIAL/TC",0,44,1,201712,201612,201704,NA,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201810"
"65","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,0.0048980498,5,0,6,"LEASING/PRESTAMO_COMERCIAL/TC",0,45,1,201712,201612,201811,201704,2747,0.770359501100515,38.8978063135367,-32,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201811"
"66","BANCA EMPRESA","Colocacion","TRANSPORTE","SOCIEDAD ANONIMA CERRADA",22,NA,5,0,6,"LEASING/PRESTAMO_COMERCIAL/TC",0,49,1,201712,NA,201811,201704,2747,NA,NA,NA,2,1.07733333333333,0.465848042977744,0.219493476592479,40,"pasa_filtros_sf",0,"201903"
"67","MEDIANA EMPRESA","Colocacion","COMERCIO","SOCIEDAD ANONIMA",45,NA,2,0.816496580927726,1,"TC",0,9,1,201612,201512,201611,201606,4957,8.89718804920914,2435.84905660377,-8,71,42.5714285714286,1.12888551933283,0.0151630022744503,51,"pasa_filtros_sf",0,"201702"
"68","MEDIANA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",1,0.0003736109,6,2.04124145231931,102,"CREDITO_COMERCIO_EXTERIOR/LEASING/PRESTAMO_COMERCIAL/TC",0,23,1,201612,201512,201611,201608,10061,32.5210748155954,0,0,602,68.9666666666667,9.79443254817987,0.0435403283369022,71,"pasa_filtros_sf",0,"201701"
"69","MEDIANA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",1,0.0003736109,6,0.516397779494322,102,"CREDITO_COMERCIO_EXTERIOR/LEASING/PRESTAMO_COMERCIAL/TC",0,30,1,201612,201512,201708,201706,10061,32.5210748155954,0,0,602,68.9666666666667,9.79443254817987,0.0435403283369022,71,"pasa_filtros_sf",0,"201708"
"70","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",1,0.0003666142,6,0.547722557505166,102,"CREDITO_COMERCIO_EXTERIOR/LEASING/PRESTAMO_COMERCIAL/TC",0,35,1,201712,201612,201711,201708,27627,174.594970678859,751.282051282051,0,72,3.92070030895984,3.78682688028482,0.0378282153983089,68,"pasa_filtros_sf",1,"201801"
"71","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",1,NA,6,0.547722557505166,102,"CREDITO_COMERCIO_EXTERIOR/LEASING/PRESTAMO_COMERCIAL/TC",0,36,1,201712,201612,201711,201708,27627,174.594970678859,751.282051282051,0,72,3.92070030895984,3.78682688028482,0.0378282153983089,68,"pasa_filtros_sf",1,"201802"
"72","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",1,NA,6,0.516397779494322,102,"CREDITO_COMERCIO_EXTERIOR/LEASING/PRESTAMO_COMERCIAL/TC",0,37,1,201712,201612,201711,201708,27627,174.594970678859,751.282051282051,0,72,3.92070030895984,3.78682688028482,0.0378282153983089,68,"pasa_filtros_sf",1,"201803"
"73","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",1,0.0027359876,6,1.36626010212795,102,"CREDITO_COMERCIO_EXTERIOR/LEASING/PRESTAMO_COMERCIAL/TC",1,40,1,201712,201612,201804,201711,27627,174.594970678859,751.282051282051,0,72,3.92070030895984,3.78682688028482,0.0378282153983089,68,"pasa_filtros_sf",1,"201806"
"74","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",1,0.0027359876,6,1.47196014438797,102,"CREDITO_COMERCIO_EXTERIOR/LEASING/PRESTAMO_COMERCIAL/TC",1,41,1,201712,201612,201807,201804,27627,174.594970678859,751.282051282051,0,72,3.92070030895984,3.78682688028482,0.0378282153983089,68,"pasa_filtros_sf",1,"201807"
"75","BANCA EMPRESA","Colocacion","SERVICIOS","SOCIEDAD ANONIMA CERRADA",1,0.0027359876,6,1.47196014438797,102,"CREDITO_COMERCIO_EXTERIOR/LEASING/PRESTAMO_COMERCIAL/TC",1,42,1,201712,201612,201807,201804,27627,174.594970678859,751.282051282051,0,72,3.92070030895984,3.78682688028482,0.0378282153983089,68,"pasa_filtros_sf",1,"201808"
